defect_id,lot_id,wafer_id,tool_id,process_step,defect_type,defect_density,x_coord_mm,y_coord_mm,timestamp
D-0002024,W2402-0252,W2402-0252-W03,CMP-02,cmp,particle,0.3901,-74.69,43.75,2024-02-12T12:05:33
D-0002025,W2402-0252,W2402-0252-W08,CMP-02,cmp,void,0.3018,17.67,-133.57,2024-02-12T11:17:33
D-0002026,W2402-0252,W2402-0252-W07,CMP-02,cmp,particle,0.2877,-143.35,101.29,2024-02-12T09:44:33
D-0002027,W2402-0252,W2402-0252-W25,CMP-02,cmp,particle,0.391,-18.1,23.28,2024-02-12T12:12:33
D-0002028,W2402-0252,W2402-0252-W11,CMP-02,cmp,particle,0.4016,44.26,-148.54,2024-02-12T10:54:33
D-0002029,W2402-0252,W2402-0252-W21,CMP-02,cmp,etch_pit,0.4149,-105.07,109.73,2024-02-12T12:40:33
D-0002030,W2402-0252,W2402-0252-W16,CMP-02,cmp,particle,0.331,77.18,-134.47,2024-02-12T10:34:33
D-0002031,W2402-0252,W2402-0252-W13,CMP-02,cmp,particle,0.2367,132.72,73.71,2024-02-12T10:34:33
D-0002032,W2402-0252,W2402-0252-W09,CMP-02,cmp,particle,0.2703,38.4,-72.07,2024-02-12T11:49:33
D-0002033,W2402-0252,W2402-0252-W25,CMP-02,cmp,particle,0.3868,65.18,-79.68,2024-02-12T11:56:33
D-0002034,W2402-0253,W2402-0253-W22,DIFF-01,diffusion,patterning_defect,0.0257,-38.51,53.53,2024-02-12T13:38:40
D-0002035,W2402-0253,W2402-0253-W16,DIFF-01,diffusion,etch_pit,0.0694,-134.75,114.07,2024-02-12T13:47:40
D-0002036,W2402-0253,W2402-0253-W15,DIFF-01,diffusion,scratch,0.0793,-11.63,115.07,2024-02-12T14:00:40
D-0002037,W2402-0253,W2402-0253-W22,DIFF-01,diffusion,void,0.0209,-75.99,-32.06,2024-02-12T15:33:40
D-0002038,W2402-0254,W2402-0254-W23,IMP-02,implant,particle,0.0591,122.03,123.62,2024-02-12T20:19:22
D-0002039,W2402-0254,W2402-0254-W16,IMP-02,implant,etch_pit,0.0312,-1.25,81.47,2024-02-12T19:20:22
D-0002040,W2402-0254,W2402-0254-W20,IMP-02,implant,scratch,0.0329,-77.65,-63.99,2024-02-12T19:53:22
D-0002041,W2402-0254,W2402-0254-W23,IMP-02,implant,scratch,0.057,103.84,-16.05,2024-02-12T19:42:22
D-0002042,W2402-0254,W2402-0254-W09,IMP-02,implant,etch_pit,0.0795,137.77,84.63,2024-02-12T19:46:22
D-0002043,W2402-0254,W2402-0254-W13,IMP-02,implant,void,0.0546,-65.15,-69.99,2024-02-12T18:23:22
D-0002044,W2402-0255,W2402-0255-W16,LIT-03,litho,void,0.0384,-57.18,-16.34,2024-02-12T23:02:37
D-0002045,W2402-0255,W2402-0255-W10,LIT-03,litho,particle,0.0354,-8.59,-87.11,2024-02-13T01:29:37
D-0002046,W2402-0255,W2402-0255-W07,LIT-03,litho,particle,0.0571,86.05,42.72,2024-02-12T22:22:37
D-0002047,W2402-0255,W2402-0255-W19,LIT-03,litho,etch_pit,0.0691,88.3,-37.97,2024-02-12T23:42:37
D-0002048,W2402-0256,W2402-0256-W05,ETCH-01,etch,scratch,0.0332,-70.51,-76.24,2024-02-13T05:58:39
D-0002049,W2402-0256,W2402-0256-W11,ETCH-01,etch,bridge,0.0438,-75.69,135.24,2024-02-13T03:25:39
D-0002050,W2402-0256,W2402-0256-W22,ETCH-01,etch,particle,0.0429,144.19,39.13,2024-02-13T05:25:39
D-0002051,W2402-0256,W2402-0256-W25,ETCH-01,etch,particle,0.0866,-71.45,-140.39,2024-02-13T05:00:39
D-0002052,W2402-0256,W2402-0256-W24,ETCH-01,etch,particle,0.0148,-75.84,-57.32,2024-02-13T05:46:39
D-0002053,W2402-0256,W2402-0256-W22,ETCH-01,etch,void,0.0437,-125.56,56.45,2024-02-13T05:07:39
D-0002054,W2402-0256,W2402-0256-W17,ETCH-01,etch,bridge,0.0688,99.4,147.1,2024-02-13T02:56:39
D-0002055,W2402-0256,W2402-0256-W18,ETCH-01,etch,particle,0.0809,0.71,74.16,2024-02-13T04:28:39
D-0002056,W2402-0257,W2402-0257-W13,IMP-01,implant,void,0.035,-57.69,-15.29,2024-02-13T07:19:59
D-0002057,W2402-0257,W2402-0257-W17,IMP-01,implant,bridge,0.0618,3.31,50.34,2024-02-13T08:07:59
D-0002058,W2402-0257,W2402-0257-W24,IMP-01,implant,void,0.0567,-29.83,44.97,2024-02-13T10:16:59
D-0002059,W2402-0257,W2402-0257-W13,IMP-01,implant,void,0.0218,34.0,71.63,2024-02-13T09:58:59
D-0002060,W2402-0257,W2402-0257-W05,IMP-01,implant,void,0.0374,29.92,-37.27,2024-02-13T09:10:59
D-0002061,W2402-0257,W2402-0257-W21,IMP-01,implant,bridge,0.0321,-100.11,-79.66,2024-02-13T07:55:59
D-0002062,W2402-0258,W2402-0258-W24,ETCH-03,etch,particle,0.4172,-1.08,121.66,2024-02-13T10:44:01
D-0002063,W2402-0258,W2402-0258-W11,ETCH-03,etch,particle,0.3547,-76.89,10.44,2024-02-13T11:24:01
D-0002064,W2402-0258,W2402-0258-W05,ETCH-03,etch,particle,0.2353,-128.96,111.95,2024-02-13T12:56:01
D-0002065,W2402-0258,W2402-0258-W13,ETCH-03,etch,particle,0.3063,-57.36,109.55,2024-02-13T11:34:01
D-0002066,W2402-0258,W2402-0258-W18,ETCH-03,etch,scratch,0.2453,-13.77,71.71,2024-02-13T12:06:01
D-0002067,W2402-0258,W2402-0258-W06,ETCH-03,etch,particle,0.3038,-58.87,-110.8,2024-02-13T11:28:01
D-0002068,W2402-0258,W2402-0258-W11,ETCH-03,etch,void,0.299,-144.03,118.36,2024-02-13T13:32:01
D-0002069,W2402-0258,W2402-0258-W06,ETCH-03,etch,etch_pit,0.2833,1.36,43.25,2024-02-13T12:11:01
D-0002070,W2402-0258,W2402-0258-W03,ETCH-03,etch,scratch,0.4294,59.51,107.1,2024-02-13T12:25:01
D-0002071,W2402-0258,W2402-0258-W10,ETCH-03,etch,etch_pit,0.4621,-6.24,-120.54,2024-02-13T11:03:01
D-0002072,W2402-0258,W2402-0258-W07,ETCH-03,etch,etch_pit,0.2414,51.95,-146.42,2024-02-13T12:10:01
D-0002073,W2402-0258,W2402-0258-W17,ETCH-03,etch,particle,0.2949,132.51,-24.31,2024-02-13T12:01:01
D-0002074,W2402-0258,W2402-0258-W18,ETCH-03,etch,bridge,0.3178,134.36,129.83,2024-02-13T13:58:01
D-0002075,W2402-0258,W2402-0258-W18,ETCH-03,etch,particle,0.267,-113.56,15.01,2024-02-13T12:03:01
D-0002076,W2402-0259,W2402-0259-W20,ETCH-02,etch,void,0.2145,23.05,-58.53,2024-02-13T17:38:53
D-0002077,W2402-0259,W2402-0259-W03,ETCH-02,etch,etch_pit,0.4428,16.09,-37.22,2024-02-13T16:17:53
D-0002078,W2402-0259,W2402-0259-W17,ETCH-02,etch,bridge,0.4433,-116.04,-11.71,2024-02-13T17:59:53
D-0002079,W2402-0259,W2402-0259-W20,ETCH-02,etch,particle,0.3345,131.85,-120.06,2024-02-13T15:41:53
D-0002080,W2402-0259,W2402-0259-W10,ETCH-02,etch,particle,0.4386,-121.67,116.68,2024-02-13T18:00:53
D-0002081,W2402-0259,W2402-0259-W02,ETCH-02,etch,void,0.4482,137.23,-129.62,2024-02-13T15:51:53
D-0002082,W2402-0259,W2402-0259-W13,ETCH-02,etch,particle,0.2318,31.8,94.3,2024-02-13T16:04:53
D-0002083,W2402-0259,W2402-0259-W06,ETCH-02,etch,particle,0.3521,-38.75,-10.93,2024-02-13T15:46:53
D-0002084,W2402-0259,W2402-0259-W25,ETCH-02,etch,bridge,0.4101,70.18,-118.72,2024-02-13T15:01:53
D-0002085,W2402-0259,W2402-0259-W17,ETCH-02,etch,particle,0.318,-91.43,-121.98,2024-02-13T15:07:53
D-0002086,W2402-0259,W2402-0259-W10,ETCH-02,etch,scratch,0.222,-74.66,-49.96,2024-02-13T17:29:53
D-0002087,W2402-0259,W2402-0259-W12,ETCH-02,etch,particle,0.4122,134.78,-53.42,2024-02-13T14:54:53
D-0002088,W2402-0259,W2402-0259-W07,ETCH-02,etch,particle,0.2768,-145.94,-17.6,2024-02-13T15:07:53
D-0002089,W2402-0259,W2402-0259-W22,ETCH-02,etch,scratch,0.4234,34.76,115.62,2024-02-13T16:29:53
D-0002090,W2402-0259,W2402-0259-W12,ETCH-02,etch,particle,0.2758,79.88,-53.71,2024-02-13T16:29:53
D-0002091,W2402-0259,W2402-0259-W24,ETCH-02,etch,bridge,0.308,74.3,-57.98,2024-02-13T16:02:53
D-0002092,W2402-0259,W2402-0259-W04,ETCH-02,etch,void,0.3855,-94.24,27.12,2024-02-13T15:21:53
D-0002093,W2402-0260,W2402-0260-W20,IMP-02,implant,etch_pit,0.0578,-47.31,-132.59,2024-02-13T20:26:40
D-0002094,W2402-0260,W2402-0260-W22,IMP-02,implant,particle,0.0594,69.66,-118.31,2024-02-13T20:55:40
D-0002095,W2402-0260,W2402-0260-W04,IMP-02,implant,patterning_defect,0.0699,143.7,-35.6,2024-02-13T21:45:40
D-0002096,W2402-0260,W2402-0260-W03,IMP-02,implant,particle,0.0816,115.68,104.25,2024-02-13T22:14:40
D-0002097,W2402-0260,W2402-0260-W17,IMP-02,implant,bridge,0.0228,-74.48,89.42,2024-02-13T19:39:40
D-0002098,W2402-0260,W2402-0260-W13,IMP-02,implant,void,0.0434,1.03,-111.47,2024-02-13T22:03:40
D-0002099,W2402-0260,W2402-0260-W03,IMP-02,implant,bridge,0.0499,127.51,-29.17,2024-02-13T21:54:40
D-0002100,W2402-0261,W2402-0261-W20,IMP-02,implant,bridge,0.0405,-105.49,8.67,2024-02-14T02:06:49
D-0002101,W2402-0261,W2402-0261-W09,IMP-02,implant,void,0.074,62.11,73.24,2024-02-13T23:27:49
D-0002102,W2402-0261,W2402-0261-W12,IMP-02,implant,bridge,0.0211,89.3,39.74,2024-02-14T02:07:49
D-0002103,W2402-0261,W2402-0261-W12,IMP-02,implant,void,0.0708,15.28,-13.15,2024-02-14T02:25:49
D-0002104,W2402-0261,W2402-0261-W07,IMP-02,implant,scratch,0.0124,137.13,47.98,2024-02-14T00:33:49
D-0002105,W2402-0261,W2402-0261-W18,IMP-02,implant,scratch,0.0495,-110.61,90.91,2024-02-14T01:47:49
D-0002106,W2402-0261,W2402-0261-W15,IMP-02,implant,patterning_defect,0.0216,-44.8,-61.02,2024-02-14T00:12:49
D-0002107,W2402-0262,W2402-0262-W11,ETCH-01,etch,bridge,0.0509,126.8,42.47,2024-02-14T06:06:51
D-0002108,W2402-0262,W2402-0262-W05,ETCH-01,etch,patterning_defect,0.0858,-29.97,91.19,2024-02-14T03:17:51
D-0002109,W2402-0262,W2402-0262-W10,ETCH-01,etch,bridge,0.0239,129.72,-94.79,2024-02-14T03:09:51
D-0002110,W2402-0262,W2402-0262-W14,ETCH-01,etch,etch_pit,0.0778,115.15,-70.48,2024-02-14T06:31:51
D-0002111,W2402-0263,W2402-0263-W23,CMP-01,cmp,patterning_defect,0.2159,-136.59,23.71,2024-02-14T08:39:55
D-0002112,W2402-0263,W2402-0263-W03,CMP-01,cmp,void,0.2166,25.16,-50.52,2024-02-14T09:14:55
D-0002113,W2402-0263,W2402-0263-W23,CMP-01,cmp,particle,0.1042,119.37,-50.89,2024-02-14T09:04:55
D-0002114,W2402-0263,W2402-0263-W14,CMP-01,cmp,etch_pit,0.1265,17.54,9.19,2024-02-14T09:44:55
D-0002115,W2402-0263,W2402-0263-W15,CMP-01,cmp,bridge,0.1457,-22.18,143.8,2024-02-14T10:11:55
D-0002116,W2402-0263,W2402-0263-W20,CMP-01,cmp,etch_pit,0.1089,-32.97,136.78,2024-02-14T09:20:55
D-0002117,W2402-0263,W2402-0263-W21,CMP-01,cmp,particle,0.2113,102.32,-142.14,2024-02-14T07:56:55
D-0002118,W2402-0263,W2402-0263-W04,CMP-01,cmp,bridge,0.2042,16.69,-146.28,2024-02-14T08:45:55
D-0002119,W2402-0263,W2402-0263-W16,CMP-01,cmp,etch_pit,0.1333,75.46,119.96,2024-02-14T07:54:55
D-0002120,W2402-0264,W2402-0264-W20,LIT-02,litho,particle,0.0507,-87.22,-112.87,2024-02-14T14:41:03
D-0002121,W2402-0264,W2402-0264-W24,LIT-02,litho,scratch,0.0896,25.89,146.12,2024-02-14T12:59:03
D-0002122,W2402-0264,W2402-0264-W24,LIT-02,litho,scratch,0.0235,65.04,-62.63,2024-02-14T11:55:03
D-0002123,W2402-0264,W2402-0264-W19,LIT-02,litho,etch_pit,0.0198,-12.04,18.88,2024-02-14T11:49:03
D-0002124,W2402-0264,W2402-0264-W12,LIT-02,litho,scratch,0.0452,18.12,26.38,2024-02-14T12:00:03
D-0002125,W2402-0264,W2402-0264-W24,LIT-02,litho,void,0.0272,-132.22,19.19,2024-02-14T14:43:03
D-0002126,W2402-0264,W2402-0264-W08,LIT-02,litho,particle,0.0684,-1.96,91.73,2024-02-14T12:42:03
D-0002127,W2402-0264,W2402-0264-W17,LIT-02,litho,etch_pit,0.0423,37.78,73.97,2024-02-14T13:22:03
D-0002128,W2402-0265,W2402-0265-W13,DIFF-01,diffusion,bridge,0.0219,116.49,-39.47,2024-02-14T18:48:28
D-0002129,W2402-0265,W2402-0265-W22,DIFF-01,diffusion,void,0.0248,115.0,7.61,2024-02-14T16:41:28
D-0002130,W2402-0265,W2402-0265-W23,DIFF-01,diffusion,void,0.0101,78.65,8.03,2024-02-14T16:38:28
D-0002131,W2402-0265,W2402-0265-W08,DIFF-01,diffusion,void,0.0133,118.69,4.24,2024-02-14T17:48:28
D-0002132,W2402-0265,W2402-0265-W18,DIFF-01,diffusion,etch_pit,0.0645,98.88,-4.48,2024-02-14T17:43:28
D-0002133,W2402-0265,W2402-0265-W21,DIFF-01,diffusion,void,0.0115,133.83,-65.99,2024-02-14T19:24:28
D-0002134,W2402-0266,W2402-0266-W08,IMP-01,implant,void,0.0315,-65.34,-52.01,2024-02-14T21:57:24
D-0002135,W2402-0266,W2402-0266-W16,IMP-01,implant,scratch,0.0163,-42.49,-89.2,2024-02-14T21:32:24
D-0002136,W2402-0266,W2402-0266-W11,IMP-01,implant,etch_pit,0.0647,62.32,29.71,2024-02-14T20:10:24
D-0002137,W2402-0266,W2402-0266-W17,IMP-01,implant,etch_pit,0.0491,11.16,-12.71,2024-02-14T20:40:24
D-0002138,W2402-0266,W2402-0266-W03,IMP-01,implant,patterning_defect,0.0151,40.56,140.28,2024-02-14T21:08:24
D-0002139,W2402-0266,W2402-0266-W22,IMP-01,implant,etch_pit,0.0843,-21.29,-52.68,2024-02-14T20:00:24
D-0002140,W2402-0266,W2402-0266-W24,IMP-01,implant,bridge,0.0732,35.41,-22.53,2024-02-14T20:55:24
D-0002141,W2402-0266,W2402-0266-W08,IMP-01,implant,scratch,0.0425,85.56,-127.56,2024-02-14T21:01:24
D-0002142,W2402-0267,W2402-0267-W14,ETCH-03,etch,particle,0.2512,-28.82,8.76,2024-02-15T01:31:37
D-0002143,W2402-0267,W2402-0267-W08,ETCH-03,etch,etch_pit,0.2222,92.07,19.59,2024-02-15T00:34:37
D-0002144,W2402-0267,W2402-0267-W12,ETCH-03,etch,void,0.4491,-130.81,-116.14,2024-02-15T03:02:37
D-0002145,W2402-0267,W2402-0267-W07,ETCH-03,etch,bridge,0.244,70.45,22.53,2024-02-15T02:28:37
D-0002146,W2402-0267,W2402-0267-W21,ETCH-03,etch,particle,0.4782,-105.91,7.25,2024-02-15T02:56:37
D-0002147,W2402-0267,W2402-0267-W18,ETCH-03,etch,bridge,0.2802,81.14,29.86,2024-02-15T01:44:37
D-0002148,W2402-0267,W2402-0267-W13,ETCH-03,etch,particle,0.2337,38.27,79.36,2024-02-15T01:33:37
D-0002149,W2402-0267,W2402-0267-W21,ETCH-03,etch,void,0.4874,90.73,111.52,2024-02-14T23:50:37
D-0002150,W2402-0267,W2402-0267-W09,ETCH-03,etch,particle,0.2771,122.18,15.96,2024-02-15T00:00:37
D-0002151,W2402-0267,W2402-0267-W11,ETCH-03,etch,etch_pit,0.3428,-76.88,87.78,2024-02-15T01:56:37
D-0002152,W2402-0267,W2402-0267-W13,ETCH-03,etch,particle,0.4291,-117.91,-45.92,2024-02-15T00:48:37
D-0002153,W2402-0267,W2402-0267-W09,ETCH-03,etch,particle,0.2244,-75.98,-103.04,2024-02-15T01:22:37
D-0002154,W2402-0267,W2402-0267-W02,ETCH-03,etch,void,0.3425,106.03,128.56,2024-02-15T01:25:37
D-0002155,W2402-0267,W2402-0267-W21,ETCH-03,etch,void,0.3588,-134.67,-49.84,2024-02-15T00:34:37
D-0002156,W2402-0267,W2402-0267-W13,ETCH-03,etch,etch_pit,0.4587,-59.92,21.87,2024-02-15T00:09:37
D-0002157,W2402-0267,W2402-0267-W20,ETCH-03,etch,void,0.419,95.66,-44.99,2024-02-15T01:35:37
D-0002158,W2402-0267,W2402-0267-W24,ETCH-03,etch,void,0.4112,90.3,-40.4,2024-02-14T23:52:37
D-0002159,W2402-0267,W2402-0267-W06,ETCH-03,etch,patterning_defect,0.4663,133.88,140.02,2024-02-15T02:46:37
D-0002160,W2402-0267,W2402-0267-W21,ETCH-03,etch,bridge,0.2809,-75.72,-143.16,2024-02-15T01:49:37
D-0002161,W2402-0267,W2402-0267-W15,ETCH-03,etch,particle,0.3096,-107.65,123.43,2024-02-15T01:20:37
D-0002162,W2402-0267,W2402-0267-W06,ETCH-03,etch,particle,0.2809,31.99,-30.5,2024-02-15T02:26:37
D-0002163,W2402-0267,W2402-0267-W17,ETCH-03,etch,particle,0.4295,-148.25,18.23,2024-02-15T03:00:37
D-0002164,W2402-0267,W2402-0267-W01,ETCH-03,etch,bridge,0.4524,-124.51,83.82,2024-02-15T02:06:37
D-0002165,W2402-0267,W2402-0267-W23,ETCH-03,etch,scratch,0.248,1.45,-13.09,2024-02-15T01:17:37
D-0002166,W2402-0268,W2402-0268-W03,CMP-01,cmp,scratch,0.0642,-66.35,-120.4,2024-02-15T04:46:19
D-0002167,W2402-0268,W2402-0268-W20,CMP-01,cmp,etch_pit,0.0371,51.31,-21.03,2024-02-15T04:38:19
D-0002168,W2402-0268,W2402-0268-W20,CMP-01,cmp,void,0.0516,51.54,-76.13,2024-02-15T06:47:19
D-0002169,W2402-0268,W2402-0268-W21,CMP-01,cmp,scratch,0.0556,-67.91,-16.41,2024-02-15T04:57:19
D-0002170,W2402-0268,W2402-0268-W13,CMP-01,cmp,etch_pit,0.0566,-138.06,-143.41,2024-02-15T04:51:19
D-0002171,W2402-0268,W2402-0268-W10,CMP-01,cmp,etch_pit,0.0311,87.55,-86.35,2024-02-15T04:46:19
D-0002172,W2402-0269,W2402-0269-W25,LIT-02,litho,void,0.0477,-2.2,-48.79,2024-02-15T08:56:35
D-0002173,W2402-0269,W2402-0269-W19,LIT-02,litho,scratch,0.0213,-148.2,24.51,2024-02-15T10:27:35
D-0002174,W2402-0269,W2402-0269-W20,LIT-02,litho,etch_pit,0.0143,-28.34,133.94,2024-02-15T08:12:35
D-0002175,W2402-0269,W2402-0269-W10,LIT-02,litho,etch_pit,0.0377,-41.74,-10.78,2024-02-15T07:42:35
D-0002176,W2402-0269,W2402-0269-W02,LIT-02,litho,bridge,0.0188,134.02,42.75,2024-02-15T09:09:35
D-0002177,W2402-0270,W2402-0270-W08,ETCH-02,etch,etch_pit,0.0592,-70.68,48.64,2024-02-15T14:35:39
D-0002178,W2402-0270,W2402-0270-W22,ETCH-02,etch,scratch,0.0529,-109.22,-43.99,2024-02-15T12:39:39
D-0002179,W2402-0270,W2402-0270-W15,ETCH-02,etch,patterning_defect,0.0369,-73.14,-82.47,2024-02-15T12:15:39
D-0002180,W2402-0270,W2402-0270-W21,ETCH-02,etch,patterning_defect,0.0607,-56.91,-31.73,2024-02-15T12:30:39
D-0002181,W2402-0270,W2402-0270-W21,ETCH-02,etch,void,0.0271,49.23,-103.81,2024-02-15T11:43:39
D-0002182,W2402-0270,W2402-0270-W18,ETCH-02,etch,void,0.0398,15.7,99.53,2024-02-15T13:58:39
D-0002183,W2402-0270,W2402-0270-W24,ETCH-02,etch,bridge,0.0874,-46.48,73.56,2024-02-15T12:23:39
D-0002184,W2402-0271,W2402-0271-W12,DEP-02,deposition,patterning_defect,0.0178,-27.18,-135.8,2024-02-15T18:54:15
D-0002185,W2402-0271,W2402-0271-W17,DEP-02,deposition,etch_pit,0.031,41.8,82.46,2024-02-15T17:18:15
D-0002186,W2402-0271,W2402-0271-W06,DEP-02,deposition,scratch,0.0693,46.25,137.77,2024-02-15T16:50:15
D-0002187,W2402-0271,W2402-0271-W15,DEP-02,deposition,particle,0.0115,-118.67,-29.67,2024-02-15T18:04:15
D-0002188,W2402-0271,W2402-0271-W15,DEP-02,deposition,bridge,0.0177,68.4,-2.18,2024-02-15T18:04:15
D-0002189,W2402-0271,W2402-0271-W16,DEP-02,deposition,etch_pit,0.0745,57.67,141.31,2024-02-15T16:04:15
D-0002190,W2402-0271,W2402-0271-W18,DEP-02,deposition,scratch,0.0355,-47.67,-136.56,2024-02-15T18:35:15
D-0002191,W2402-0272,W2402-0272-W16,ETCH-01,etch,patterning_defect,0.0398,79.44,-137.95,2024-02-15T21:45:13
D-0002192,W2402-0272,W2402-0272-W01,ETCH-01,etch,scratch,0.076,-118.97,-125.81,2024-02-15T21:16:13
D-0002193,W2402-0272,W2402-0272-W20,ETCH-01,etch,bridge,0.0627,-137.28,-117.75,2024-02-15T22:58:13
D-0002194,W2402-0272,W2402-0272-W02,ETCH-01,etch,patterning_defect,0.0468,86.59,-68.63,2024-02-15T19:55:13
D-0002195,W2402-0272,W2402-0272-W16,ETCH-01,etch,void,0.0661,-95.93,8.64,2024-02-15T21:07:13
D-0002196,W2402-0273,W2402-0273-W13,DIFF-01,diffusion,patterning_defect,0.0225,74.28,-40.18,2024-02-16T03:22:44
D-0002197,W2402-0273,W2402-0273-W25,DIFF-01,diffusion,scratch,0.054,86.86,25.44,2024-02-16T01:48:44
D-0002198,W2402-0273,W2402-0273-W13,DIFF-01,diffusion,bridge,0.0382,-90.01,-21.33,2024-02-16T00:56:44
D-0002199,W2402-0273,W2402-0273-W12,DIFF-01,diffusion,etch_pit,0.0736,60.56,28.12,2024-02-16T00:06:44
D-0002200,W2402-0274,W2402-0274-W02,LIT-03,litho,particle,0.2332,11.42,-68.51,2024-02-16T04:11:28
D-0002201,W2402-0274,W2402-0274-W07,LIT-03,litho,particle,0.2864,-117.27,-91.23,2024-02-16T03:51:28
D-0002202,W2402-0274,W2402-0274-W03,LIT-03,litho,particle,0.2118,-9.51,106.47,2024-02-16T04:32:28
D-0002203,W2402-0274,W2402-0274-W16,LIT-03,litho,particle,0.4439,-81.44,-28.25,2024-02-16T06:42:28
D-0002204,W2402-0274,W2402-0274-W08,LIT-03,litho,particle,0.3781,67.7,-25.61,2024-02-16T07:06:28
D-0002205,W2402-0274,W2402-0274-W03,LIT-03,litho,etch_pit,0.267,138.05,-90.59,2024-02-16T07:06:28
D-0002206,W2402-0274,W2402-0274-W22,LIT-03,litho,particle,0.2129,-13.03,65.83,2024-02-16T07:15:28
D-0002207,W2402-0274,W2402-0274-W12,LIT-03,litho,void,0.3092,-40.3,93.5,2024-02-16T05:29:28
D-0002208,W2402-0274,W2402-0274-W01,LIT-03,litho,particle,0.4436,-46.87,133.68,2024-02-16T06:41:28
D-0002209,W2402-0274,W2402-0274-W14,LIT-03,litho,particle,0.3824,92.31,132.9,2024-02-16T06:51:28
D-0002210,W2402-0274,W2402-0274-W25,LIT-03,litho,void,0.2354,1.96,78.55,2024-02-16T05:29:28
D-0002211,W2402-0274,W2402-0274-W14,LIT-03,litho,etch_pit,0.2259,92.45,51.32,2024-02-16T04:40:28
D-0002212,W2402-0274,W2402-0274-W06,LIT-03,litho,particle,0.3567,-99.42,109.29,2024-02-16T07:16:28
D-0002213,W2402-0274,W2402-0274-W13,LIT-03,litho,particle,0.2271,-3.21,42.29,2024-02-16T06:15:28
D-0002214,W2402-0274,W2402-0274-W05,LIT-03,litho,bridge,0.4025,108.81,-31.49,2024-02-16T07:04:28
D-0002215,W2402-0274,W2402-0274-W25,LIT-03,litho,particle,0.4409,38.49,-67.69,2024-02-16T05:25:28
D-0002216,W2402-0274,W2402-0274-W23,LIT-03,litho,particle,0.2937,95.05,-65.51,2024-02-16T04:09:28
D-0002217,W2402-0274,W2402-0274-W04,LIT-03,litho,particle,0.3993,55.88,49.39,2024-02-16T07:05:28
D-0002218,W2402-0274,W2402-0274-W23,LIT-03,litho,particle,0.2535,125.57,-93.1,2024-02-16T03:54:28
D-0002219,W2402-0275,W2402-0275-W05,IMP-02,implant,particle,0.3382,44.12,11.88,2024-02-16T11:12:30
D-0002220,W2402-0275,W2402-0275-W19,IMP-02,implant,particle,0.4094,66.24,3.87,2024-02-16T11:35:30
D-0002221,W2402-0275,W2402-0275-W04,IMP-02,implant,particle,0.4245,107.86,130.85,2024-02-16T09:22:30
D-0002222,W2402-0275,W2402-0275-W13,IMP-02,implant,scratch,0.2415,132.94,-71.21,2024-02-16T10:29:30
D-0002223,W2402-0275,W2402-0275-W08,IMP-02,implant,particle,0.2809,141.48,119.02,2024-02-16T08:44:30
D-0002224,W2402-0275,W2402-0275-W06,IMP-02,implant,particle,0.3354,122.6,-145.6,2024-02-16T08:16:30
D-0002225,W2402-0275,W2402-0275-W17,IMP-02,implant,particle,0.3944,125.2,-9.32,2024-02-16T10:19:30
D-0002226,W2402-0275,W2402-0275-W02,IMP-02,implant,void,0.2026,-23.31,49.17,2024-02-16T10:07:30
D-0002227,W2402-0275,W2402-0275-W04,IMP-02,implant,patterning_defect,0.2593,-10.42,-105.97,2024-02-16T10:50:30
D-0002228,W2402-0275,W2402-0275-W12,IMP-02,implant,particle,0.3053,-5.13,100.82,2024-02-16T10:58:30
D-0002229,W2402-0275,W2402-0275-W14,IMP-02,implant,particle,0.2235,-105.11,-64.98,2024-02-16T10:30:30
D-0002230,W2402-0275,W2402-0275-W17,IMP-02,implant,particle,0.2123,-59.66,0.3,2024-02-16T11:44:30
D-0002231,W2402-0275,W2402-0275-W19,IMP-02,implant,particle,0.2565,97.48,-100.77,2024-02-16T09:32:30
D-0002232,W2402-0275,W2402-0275-W21,IMP-02,implant,particle,0.3002,34.2,-9.75,2024-02-16T08:43:30
D-0002233,W2402-0275,W2402-0275-W19,IMP-02,implant,particle,0.3003,-52.78,121.05,2024-02-16T11:28:30
D-0002234,W2402-0275,W2402-0275-W08,IMP-02,implant,particle,0.2051,84.82,-74.45,2024-02-16T11:40:30
D-0002235,W2402-0275,W2402-0275-W19,IMP-02,implant,particle,0.3411,62.48,-4.01,2024-02-16T08:19:30
D-0002236,W2402-0276,W2402-0276-W10,LIT-03,litho,particle,0.4036,148.42,61.14,2024-02-16T14:50:39
D-0002237,W2402-0276,W2402-0276-W15,LIT-03,litho,scratch,0.2308,-128.39,108.29,2024-02-16T14:41:39
D-0002238,W2402-0276,W2402-0276-W19,LIT-03,litho,particle,0.2993,13.36,23.71,2024-02-16T14:16:39
D-0002239,W2402-0276,W2402-0276-W01,LIT-03,litho,particle,0.2438,137.3,125.84,2024-02-16T12:35:39
D-0002240,W2402-0276,W2402-0276-W20,LIT-03,litho,particle,0.4253,68.13,83.73,2024-02-16T13:45:39
D-0002241,W2402-0276,W2402-0276-W06,LIT-03,litho,particle,0.2009,-97.08,-22.81,2024-02-16T15:26:39
D-0002242,W2402-0276,W2402-0276-W25,LIT-03,litho,particle,0.377,-13.26,87.21,2024-02-16T14:29:39
D-0002243,W2402-0276,W2402-0276-W01,LIT-03,litho,particle,0.4108,30.84,-89.7,2024-02-16T13:52:39
