reading_id,lot_id,tool_id,process_step,parameter_name,parameter_value,alert_flag,timestamp
SR-0002963,W2402-0297,DEP-02,deposition,dep_pressure_mtorr,5.1551,0,2024-02-19T21:38:50
SR-0002964,W2402-0297,DEP-02,deposition,dep_pressure_mtorr,5.6629,0,2024-02-19T21:44:50
SR-0002965,W2402-0297,DEP-02,deposition,rf_power_w,347.8458,0,2024-02-19T21:52:50
SR-0002966,W2402-0297,DEP-02,deposition,rf_power_w,379.3677,0,2024-02-19T22:00:50
SR-0002967,W2402-0297,DEP-02,deposition,precursor_flow_sccm,28.8777,0,2024-02-19T22:09:50
SR-0002968,W2402-0297,DEP-02,deposition,precursor_flow_sccm,30.7499,0,2024-02-19T22:17:50
SR-0002969,W2402-0297,DEP-02,deposition,film_thickness_nm,49.339,0,2024-02-19T22:27:50
SR-0002970,W2402-0297,DEP-02,deposition,film_thickness_nm,50.4313,0,2024-02-19T22:35:50
SR-0002971,W2402-0298,DEP-01,deposition,dep_temp_c,297.1772,0,2024-02-20T00:58:53
SR-0002972,W2402-0298,DEP-01,deposition,dep_temp_c,296.7262,0,2024-02-20T01:09:53
SR-0002973,W2402-0298,DEP-01,deposition,dep_pressure_mtorr,5.2742,0,2024-02-20T01:14:53
SR-0002974,W2402-0298,DEP-01,deposition,dep_pressure_mtorr,5.4176,0,2024-02-20T01:25:53
SR-0002975,W2402-0298,DEP-01,deposition,rf_power_w,392.4954,0,2024-02-20T01:33:53
SR-0002976,W2402-0298,DEP-01,deposition,rf_power_w,384.1808,0,2024-02-20T01:40:53
SR-0002977,W2402-0298,DEP-01,deposition,precursor_flow_sccm,31.2723,0,2024-02-20T01:48:53
SR-0002978,W2402-0298,DEP-01,deposition,precursor_flow_sccm,31.7309,0,2024-02-20T01:57:53
SR-0002979,W2402-0298,DEP-01,deposition,film_thickness_nm,49.9742,0,2024-02-20T02:02:53
SR-0002980,W2402-0298,DEP-01,deposition,film_thickness_nm,49.9504,0,2024-02-20T02:11:53
SR-0002981,W2402-0299,IMP-02,implant,beam_current_ma,10.1375,0,2024-02-20T04:41:38
SR-0002982,W2402-0299,IMP-02,implant,beam_current_ma,10.2115,0,2024-02-20T04:46:38
SR-0002983,W2402-0299,IMP-02,implant,beam_energy_kev,51.0979,0,2024-02-20T04:57:38
SR-0002984,W2402-0299,IMP-02,implant,beam_energy_kev,53.3606,0,2024-02-20T05:05:38
SR-0002985,W2402-0299,IMP-02,implant,scan_speed_mm_s,103.4738,0,2024-02-20T05:13:38
SR-0002986,W2402-0299,IMP-02,implant,scan_speed_mm_s,100.7852,0,2024-02-20T05:18:38
SR-0002987,W2402-0299,IMP-02,implant,dose_uniformity_pct,98.8356,0,2024-02-20T05:29:38
SR-0002988,W2402-0299,IMP-02,implant,dose_uniformity_pct,98.4116,0,2024-02-20T05:34:38
SR-0002989,W2402-0299,IMP-02,implant,tilt_angle_deg,7.282,0,2024-02-20T05:43:38
SR-0002990,W2402-0299,IMP-02,implant,tilt_angle_deg,7.1848,0,2024-02-20T05:52:38
SR-0002991,W2402-0300,ETCH-03,etch,etch_temp_c,189.9222,0,2024-02-20T08:45:42
SR-0002992,W2402-0300,ETCH-03,etch,etch_temp_c,184.3241,0,2024-02-20T08:52:42
SR-0002993,W2402-0300,ETCH-03,etch,etch_pressure_mtorr,7.8846,0,2024-02-20T08:59:42
SR-0002994,W2402-0300,ETCH-03,etch,etch_pressure_mtorr,8.1068,0,2024-02-20T09:09:42
SR-0002995,W2402-0300,ETCH-03,etch,rf_power_w,374.2215,0,2024-02-20T09:16:42
SR-0002996,W2402-0300,ETCH-03,etch,rf_power_w,392.2583,0,2024-02-20T09:23:42
SR-0002997,W2402-0300,ETCH-03,etch,gas_flow_sccm,49.617,0,2024-02-20T09:32:42
SR-0002998,W2402-0300,ETCH-03,etch,gas_flow_sccm,52.1418,0,2024-02-20T09:39:42
SR-0002999,W2402-0300,ETCH-03,etch,endpoint_time_s,117.9552,0,2024-02-20T09:49:42
SR-0003000,W2402-0300,ETCH-03,etch,endpoint_time_s,115.3027,0,2024-02-20T09:57:42
SR-0003001,W2402-0301,ETCH-01,etch,etch_temp_c,178.6479,0,2024-02-20T12:17:54
SR-0003002,W2402-0301,ETCH-01,etch,etch_temp_c,169.1066,0,2024-02-20T12:26:54
SR-0003003,W2402-0301,ETCH-01,etch,etch_pressure_mtorr,7.6046,0,2024-02-20T12:33:54
SR-0003004,W2402-0301,ETCH-01,etch,etch_pressure_mtorr,7.8879,0,2024-02-20T12:42:54
SR-0003005,W2402-0301,ETCH-01,etch,rf_power_w,360.5719,0,2024-02-20T12:51:54
SR-0003006,W2402-0301,ETCH-01,etch,rf_power_w,365.6373,0,2024-02-20T12:59:54
SR-0003007,W2402-0301,ETCH-01,etch,gas_flow_sccm,46.805,0,2024-02-20T13:05:54
SR-0003008,W2402-0301,ETCH-01,etch,gas_flow_sccm,51.2967,0,2024-02-20T13:14:54
SR-0003009,W2402-0301,ETCH-01,etch,endpoint_time_s,124.4918,0,2024-02-20T13:24:54
SR-0003010,W2402-0301,ETCH-01,etch,endpoint_time_s,121.6158,0,2024-02-20T13:32:54
SR-0003011,W2402-0302,DEP-02,deposition,dep_temp_c,298.151,0,2024-02-20T16:46:03
SR-0003012,W2402-0302,DEP-02,deposition,dep_temp_c,299.5745,0,2024-02-20T16:55:03
SR-0003013,W2402-0302,DEP-02,deposition,dep_pressure_mtorr,4.9967,0,2024-02-20T17:01:03
SR-0003014,W2402-0302,DEP-02,deposition,dep_pressure_mtorr,4.7154,0,2024-02-20T17:08:03
SR-0003015,W2402-0302,DEP-02,deposition,rf_power_w,364.0031,0,2024-02-20T17:16:03
SR-0003016,W2402-0302,DEP-02,deposition,rf_power_w,388.1685,0,2024-02-20T17:27:03
SR-0003017,W2402-0302,DEP-02,deposition,precursor_flow_sccm,34.0895,0,2024-02-20T17:33:03
SR-0003018,W2402-0302,DEP-02,deposition,precursor_flow_sccm,29.1568,0,2024-02-20T17:41:03
SR-0003019,W2402-0302,DEP-02,deposition,film_thickness_nm,49.5865,0,2024-02-20T17:49:03
SR-0003020,W2402-0302,DEP-02,deposition,film_thickness_nm,51.2909,0,2024-02-20T17:56:03
SR-0003021,W2402-0303,DEP-03,deposition,dep_temp_c,298.8419,0,2024-02-20T20:34:10
SR-0003022,W2402-0303,DEP-03,deposition,dep_temp_c,300.3524,0,2024-02-20T20:42:10
SR-0003023,W2402-0303,DEP-03,deposition,dep_pressure_mtorr,4.9501,0,2024-02-20T20:48:10
SR-0003024,W2402-0303,DEP-03,deposition,dep_pressure_mtorr,4.8641,0,2024-02-20T20:59:10
SR-0003025,W2402-0303,DEP-03,deposition,rf_power_w,359.3881,0,2024-02-20T21:07:10
SR-0003026,W2402-0303,DEP-03,deposition,rf_power_w,368.1798,0,2024-02-20T21:15:10
SR-0003027,W2402-0303,DEP-03,deposition,precursor_flow_sccm,30.7461,0,2024-02-20T21:22:10
SR-0003028,W2402-0303,DEP-03,deposition,precursor_flow_sccm,30.7059,0,2024-02-20T21:31:10
SR-0003029,W2402-0303,DEP-03,deposition,film_thickness_nm,50.4065,0,2024-02-20T21:38:10
SR-0003030,W2402-0303,DEP-03,deposition,film_thickness_nm,50.596,0,2024-02-20T21:47:10
SR-0003031,W2402-0304,CMP-02,cmp,polish_pressure_psi,3.741,0,2024-02-21T00:08:54
SR-0003032,W2402-0304,CMP-02,cmp,polish_pressure_psi,3.4359,0,2024-02-21T00:16:54
SR-0003033,W2402-0304,CMP-02,cmp,platen_speed_rpm,97.1634,0,2024-02-21T00:23:54
SR-0003034,W2402-0304,CMP-02,cmp,platen_speed_rpm,86.5051,0,2024-02-21T00:29:54
SR-0003035,W2402-0304,CMP-02,cmp,slurry_flow_ml_min,177.4845,0,2024-02-21T00:37:54
SR-0003036,W2402-0304,CMP-02,cmp,slurry_flow_ml_min,201.612,0,2024-02-21T00:45:54
SR-0003037,W2402-0304,CMP-02,cmp,removal_rate_ang_min,1478.0212,0,2024-02-21T00:56:54
SR-0003038,W2402-0304,CMP-02,cmp,removal_rate_ang_min,1566.2018,0,2024-02-21T01:01:54
SR-0003039,W2402-0304,CMP-02,cmp,friction_coeff,0.3803,0,2024-02-21T01:12:54
SR-0003040,W2402-0304,CMP-02,cmp,friction_coeff,0.2957,0,2024-02-21T01:19:54
SR-0003041,W2402-0305,IMP-01,implant,beam_current_ma,9.9809,0,2024-02-21T04:32:10
SR-0003042,W2402-0305,IMP-01,implant,beam_current_ma,10.2055,0,2024-02-21T04:40:10
SR-0003043,W2402-0305,IMP-01,implant,beam_energy_kev,53.3652,0,2024-02-21T04:45:10
SR-0003044,W2402-0305,IMP-01,implant,beam_energy_kev,50.7555,0,2024-02-21T04:53:10
SR-0003045,W2402-0305,IMP-01,implant,scan_speed_mm_s,105.3044,0,2024-02-21T05:03:10
SR-0003046,W2402-0305,IMP-01,implant,scan_speed_mm_s,110.8479,0,2024-02-21T05:12:10
SR-0003047,W2402-0305,IMP-01,implant,dose_uniformity_pct,98.2762,0,2024-02-21T05:20:10
SR-0003048,W2402-0305,IMP-01,implant,dose_uniformity_pct,98.9839,0,2024-02-21T05:26:10
SR-0003049,W2402-0305,IMP-01,implant,tilt_angle_deg,7.0093,0,2024-02-21T05:35:10
SR-0003050,W2402-0305,IMP-01,implant,tilt_angle_deg,6.9676,0,2024-02-21T05:43:10
SR-0003051,W2402-0306,ETCH-02,etch,etch_temp_c,179.3718,0,2024-02-21T08:39:02
SR-0003052,W2402-0306,ETCH-02,etch,etch_temp_c,174.8731,0,2024-02-21T08:47:02
SR-0003053,W2402-0306,ETCH-02,etch,etch_pressure_mtorr,7.9596,0,2024-02-21T08:52:02
SR-0003054,W2402-0306,ETCH-02,etch,etch_pressure_mtorr,8.2872,0,2024-02-21T09:02:02
SR-0003055,W2402-0306,ETCH-02,etch,rf_power_w,380.8433,0,2024-02-21T09:10:02
SR-0003056,W2402-0306,ETCH-02,etch,rf_power_w,360.6705,0,2024-02-21T09:19:02
SR-0003057,W2402-0306,ETCH-02,etch,gas_flow_sccm,54.3523,0,2024-02-21T09:25:02
SR-0003058,W2402-0306,ETCH-02,etch,gas_flow_sccm,48.1279,0,2024-02-21T09:35:02
SR-0003059,W2402-0306,ETCH-02,etch,endpoint_time_s,118.2904,0,2024-02-21T09:40:02
SR-0003060,W2402-0306,ETCH-02,etch,endpoint_time_s,122.0814,0,2024-02-21T09:49:02
SR-0003061,W2402-0307,DIFF-01,diffusion,furnace_temp_c,943.772,0,2024-02-21T12:33:59
SR-0003062,W2402-0307,DIFF-01,diffusion,furnace_temp_c,953.0576,0,2024-02-21T12:40:59
SR-0003063,W2402-0307,DIFF-01,diffusion,ramp_rate_c_min,9.9562,0,2024-02-21T12:47:59
SR-0003064,W2402-0307,DIFF-01,diffusion,ramp_rate_c_min,9.7885,0,2024-02-21T12:55:59
SR-0003065,W2402-0307,DIFF-01,diffusion,ambient_pressure_torr,760.3511,0,2024-02-21T13:02:59
SR-0003066,W2402-0307,DIFF-01,diffusion,ambient_pressure_torr,757.6253,0,2024-02-21T13:12:59
SR-0003067,W2402-0307,DIFF-01,diffusion,gas_ratio,1.8712,0,2024-02-21T13:19:59
SR-0003068,W2402-0307,DIFF-01,diffusion,gas_ratio,2.064,0,2024-02-21T13:26:59
SR-0003069,W2402-0307,DIFF-01,diffusion,anneal_time_min,29.5723,0,2024-02-21T13:34:59
SR-0003070,W2402-0307,DIFF-01,diffusion,anneal_time_min,27.3988,0,2024-02-21T13:43:59
SR-0003071,W2402-0308,DIFF-02,diffusion,furnace_temp_c,952.6974,0,2024-02-21T16:53:23
SR-0003072,W2402-0308,DIFF-02,diffusion,furnace_temp_c,945.3835,0,2024-02-21T17:01:23
SR-0003073,W2402-0308,DIFF-02,diffusion,ramp_rate_c_min,9.5767,0,2024-02-21T17:12:23
SR-0003074,W2402-0308,DIFF-02,diffusion,ramp_rate_c_min,10.8037,0,2024-02-21T17:20:23
SR-0003075,W2402-0308,DIFF-02,diffusion,ambient_pressure_torr,760.5151,0,2024-02-21T17:27:23
SR-0003076,W2402-0308,DIFF-02,diffusion,ambient_pressure_torr,761.1288,0,2024-02-21T17:34:23
SR-0003077,W2402-0308,DIFF-02,diffusion,gas_ratio,2.134,0,2024-02-21T17:43:23
SR-0003078,W2402-0308,DIFF-02,diffusion,gas_ratio,2.0662,0,2024-02-21T17:52:23
SR-0003079,W2402-0308,DIFF-02,diffusion,anneal_time_min,33.5957,0,2024-02-21T17:59:23
SR-0003080,W2402-0308,DIFF-02,diffusion,anneal_time_min,29.1343,0,2024-02-21T18:06:23
SR-0003081,W2402-0309,DIFF-01,diffusion,furnace_temp_c,946.6247,0,2024-02-21T21:13:06
SR-0003082,W2402-0309,DIFF-01,diffusion,furnace_temp_c,945.7545,0,2024-02-21T21:21:06
SR-0003083,W2402-0309,DIFF-01,diffusion,ramp_rate_c_min,9.4973,0,2024-02-21T21:29:06
SR-0003084,W2402-0309,DIFF-01,diffusion,ramp_rate_c_min,9.349,0,2024-02-21T21:37:06
SR-0003085,W2402-0309,DIFF-01,diffusion,ambient_pressure_torr,760.6838,0,2024-02-21T21:46:06
SR-0003086,W2402-0309,DIFF-01,diffusion,ambient_pressure_torr,759.1406,0,2024-02-21T21:53:06
SR-0003087,W2402-0309,DIFF-01,diffusion,gas_ratio,2.2077,0,2024-02-21T22:01:06
SR-0003088,W2402-0309,DIFF-01,diffusion,gas_ratio,1.9054,0,2024-02-21T22:10:06
SR-0003089,W2402-0309,DIFF-01,diffusion,anneal_time_min,30.0685,0,2024-02-21T22:20:06
SR-0003090,W2402-0309,DIFF-01,diffusion,anneal_time_min,32.8737,0,2024-02-21T22:28:06
SR-0003091,W2402-0310,LIT-03,litho,exposure_energy_mj,25.5266,0,2024-02-22T01:34:22
SR-0003092,W2402-0310,LIT-03,litho,exposure_energy_mj,24.3016,0,2024-02-22T01:43:22
SR-0003093,W2402-0310,LIT-03,litho,focus_offset_nm,0.2372,0,2024-02-22T01:53:22
SR-0003094,W2402-0310,LIT-03,litho,focus_offset_nm,-1.2288,0,2024-02-22T02:01:22
SR-0003095,W2402-0310,LIT-03,litho,stage_temp_c,22.1225,0,2024-02-22T02:07:22
SR-0003096,W2402-0310,LIT-03,litho,stage_temp_c,22.0122,0,2024-02-22T02:15:22
SR-0003097,W2402-0310,LIT-03,litho,humidity_pct,45.3873,0,2024-02-22T02:22:22
SR-0003098,W2402-0310,LIT-03,litho,humidity_pct,47.0365,0,2024-02-22T02:32:22
SR-0003099,W2402-0310,LIT-03,litho,dose_uniformity_pct,98.8077,0,2024-02-22T02:41:22
SR-0003100,W2402-0310,LIT-03,litho,dose_uniformity_pct,99.1765,0,2024-02-22T02:46:22
SR-0003101,W2402-0311,CMP-01,cmp,polish_pressure_psi,3.4914,0,2024-02-22T05:32:06
SR-0003102,W2402-0311,CMP-01,cmp,polish_pressure_psi,3.3481,0,2024-02-22T05:39:06
SR-0003103,W2402-0311,CMP-01,cmp,platen_speed_rpm,89.478,0,2024-02-22T05:48:06
SR-0003104,W2402-0311,CMP-01,cmp,platen_speed_rpm,85.1309,0,2024-02-22T05:56:06
SR-0003105,W2402-0311,CMP-01,cmp,slurry_flow_ml_min,192.3369,0,2024-02-22T06:04:06
SR-0003106,W2402-0311,CMP-01,cmp,slurry_flow_ml_min,203.3091,0,2024-02-22T06:12:06
SR-0003107,W2402-0311,CMP-01,cmp,removal_rate_ang_min,1481.6726,0,2024-02-22T06:19:06
SR-0003108,W2402-0311,CMP-01,cmp,removal_rate_ang_min,1483.5096,0,2024-02-22T06:28:06
SR-0003109,W2402-0311,CMP-01,cmp,friction_coeff,0.3687,0,2024-02-22T06:37:06
SR-0003110,W2402-0311,CMP-01,cmp,friction_coeff,0.347,0,2024-02-22T06:43:06
SR-0003111,W2402-0312,IMP-02,implant,beam_current_ma,10.3296,0,2024-02-22T09:36:56
SR-0003112,W2402-0312,IMP-02,implant,beam_current_ma,9.8109,0,2024-02-22T09:45:56
SR-0003113,W2402-0312,IMP-02,implant,beam_energy_kev,47.1946,0,2024-02-22T09:53:56
SR-0003114,W2402-0312,IMP-02,implant,beam_energy_kev,45.5476,0,2024-02-22T09:59:56
SR-0003115,W2402-0312,IMP-02,implant,scan_speed_mm_s,104.7289,0,2024-02-22T10:08:56
SR-0003116,W2402-0312,IMP-02,implant,scan_speed_mm_s,103.5469,0,2024-02-22T10:16:56
SR-0003117,W2402-0312,IMP-02,implant,dose_uniformity_pct,99.1746,0,2024-02-22T10:25:56
SR-0003118,W2402-0312,IMP-02,implant,dose_uniformity_pct,99.2085,0,2024-02-22T10:32:56
SR-0003119,W2402-0312,IMP-02,implant,tilt_angle_deg,7.2139,0,2024-02-22T10:39:56
SR-0003120,W2402-0312,IMP-02,implant,tilt_angle_deg,7.1357,0,2024-02-22T10:49:56
SR-0003121,W2402-0313,LIT-02,litho,exposure_energy_mj,23.8075,0,2024-02-22T13:21:01
SR-0003122,W2402-0313,LIT-02,litho,exposure_energy_mj,25.3891,0,2024-02-22T13:28:01
SR-0003123,W2402-0313,LIT-02,litho,focus_offset_nm,-1.4098,0,2024-02-22T13:36:01
SR-0003124,W2402-0313,LIT-02,litho,focus_offset_nm,-1.9588,0,2024-02-22T13:45:01
SR-0003125,W2402-0313,LIT-02,litho,stage_temp_c,21.8092,0,2024-02-22T13:51:01
SR-0003126,W2402-0313,LIT-02,litho,stage_temp_c,21.8234,0,2024-02-22T13:58:01
SR-0003127,W2402-0313,LIT-02,litho,humidity_pct,43.8111,0,2024-02-22T14:09:01
SR-0003128,W2402-0313,LIT-02,litho,humidity_pct,45.3906,0,2024-02-22T14:16:01
SR-0003129,W2402-0313,LIT-02,litho,dose_uniformity_pct,98.6137,0,2024-02-22T14:25:01
SR-0003130,W2402-0313,LIT-02,litho,dose_uniformity_pct,98.2475,0,2024-02-22T14:32:01
SR-0003131,W2402-0314,LIT-02,litho,exposure_energy_mj,25.9014,0,2024-02-22T17:23:29
SR-0003132,W2402-0314,LIT-02,litho,exposure_energy_mj,25.3094,0,2024-02-22T17:30:29
SR-0003133,W2402-0314,LIT-02,litho,focus_offset_nm,0.2356,0,2024-02-22T17:39:29
SR-0003134,W2402-0314,LIT-02,litho,focus_offset_nm,0.4783,0,2024-02-22T17:44:29
SR-0003135,W2402-0314,LIT-02,litho,stage_temp_c,21.818,0,2024-02-22T17:53:29
SR-0003136,W2402-0314,LIT-02,litho,stage_temp_c,21.8935,0,2024-02-22T18:02:29
SR-0003137,W2402-0314,LIT-02,litho,humidity_pct,42.587,0,2024-02-22T18:08:29
SR-0003138,W2402-0314,LIT-02,litho,humidity_pct,49.5723,0,2024-02-22T18:18:29
SR-0003139,W2402-0314,LIT-02,litho,dose_uniformity_pct,98.5462,0,2024-02-22T18:25:29
SR-0003140,W2402-0314,LIT-02,litho,dose_uniformity_pct,97.6305,0,2024-02-22T18:33:29
SR-0003141,W2402-0315,DEP-02,deposition,dep_temp_c,301.922,0,2024-02-22T21:36:26
SR-0003142,W2402-0315,DEP-02,deposition,dep_temp_c,294.8936,0,2024-02-22T21:45:26
SR-0003143,W2402-0315,DEP-02,deposition,dep_pressure_mtorr,5.2681,0,2024-02-22T21:52:26
SR-0003144,W2402-0315,DEP-02,deposition,dep_pressure_mtorr,4.5583,0,2024-02-22T22:00:26
SR-0003145,W2402-0315,DEP-02,deposition,rf_power_w,414.6893,0,2024-02-22T22:11:26
SR-0003146,W2402-0315,DEP-02,deposition,rf_power_w,422.0966,0,2024-02-22T22:17:26
SR-0003147,W2402-0315,DEP-02,deposition,precursor_flow_sccm,31.2,0,2024-02-22T22:24:26
SR-0003148,W2402-0315,DEP-02,deposition,precursor_flow_sccm,30.5733,0,2024-02-22T22:34:26
SR-0003149,W2402-0315,DEP-02,deposition,film_thickness_nm,48.8888,0,2024-02-22T22:43:26
SR-0003150,W2402-0315,DEP-02,deposition,film_thickness_nm,50.804,0,2024-02-22T22:50:26
SR-0003151,W2402-0316,IMP-02,implant,beam_current_ma,10.374,0,2024-02-23T01:49:08
SR-0003152,W2402-0316,IMP-02,implant,beam_current_ma,10.0088,0,2024-02-23T01:54:08
SR-0003153,W2402-0316,IMP-02,implant,beam_energy_kev,50.4132,0,2024-02-23T02:02:08
SR-0003154,W2402-0316,IMP-02,implant,beam_energy_kev,51.3903,0,2024-02-23T02:13:08
SR-0003155,W2402-0316,IMP-02,implant,scan_speed_mm_s,97.8442,0,2024-02-23T02:18:08
SR-0003156,W2402-0316,IMP-02,implant,scan_speed_mm_s,108.8724,0,2024-02-23T02:26:08
SR-0003157,W2402-0316,IMP-02,implant,dose_uniformity_pct,97.8192,0,2024-02-23T02:36:08
SR-0003158,W2402-0316,IMP-02,implant,dose_uniformity_pct,98.3835,0,2024-02-23T02:42:08
SR-0003159,W2402-0316,IMP-02,implant,tilt_angle_deg,6.9401,0,2024-02-23T02:53:08
SR-0003160,W2402-0316,IMP-02,implant,tilt_angle_deg,6.9732,0,2024-02-23T03:00:08
SR-0003161,W2402-0317,DIFF-01,diffusion,furnace_temp_c,946.0494,0,2024-02-23T06:18:43
SR-0003162,W2402-0317,DIFF-01,diffusion,furnace_temp_c,957.5696,0,2024-02-23T06:26:43
SR-0003163,W2402-0317,DIFF-01,diffusion,ramp_rate_c_min,10.4147,0,2024-02-23T06:31:43
SR-0003164,W2402-0317,DIFF-01,diffusion,ramp_rate_c_min,9.3949,0,2024-02-23T06:42:43
SR-0003165,W2402-0317,DIFF-01,diffusion,ambient_pressure_torr,761.9184,0,2024-02-23T06:50:43
SR-0003166,W2402-0317,DIFF-01,diffusion,ambient_pressure_torr,763.0373,0,2024-02-23T06:55:43
SR-0003167,W2402-0317,DIFF-01,diffusion,gas_ratio,1.7873,0,2024-02-23T07:05:43
SR-0003168,W2402-0317,DIFF-01,diffusion,gas_ratio,2.043,0,2024-02-23T07:12:43
SR-0003169,W2402-0317,DIFF-01,diffusion,anneal_time_min,29.6447,0,2024-02-23T07:19:43
SR-0003170,W2402-0317,DIFF-01,diffusion,anneal_time_min,30.499,0,2024-02-23T07:29:43
SR-0003171,W2402-0318,DIFF-02,diffusion,furnace_temp_c,947.5687,0,2024-02-23T10:16:29
SR-0003172,W2402-0318,DIFF-02,diffusion,furnace_temp_c,950.3179,0,2024-02-23T10:23:29
SR-0003173,W2402-0318,DIFF-02,diffusion,ramp_rate_c_min,10.2123,0,2024-02-23T10:29:29
SR-0003174,W2402-0318,DIFF-02,diffusion,ramp_rate_c_min,10.9212,0,2024-02-23T10:39:29
SR-0003175,W2402-0318,DIFF-02,diffusion,ambient_pressure_torr,758.3809,0,2024-02-23T10:45:29
SR-0003176,W2402-0318,DIFF-02,diffusion,ambient_pressure_torr,763.7213,0,2024-02-23T10:53:29
SR-0003177,W2402-0318,DIFF-02,diffusion,gas_ratio,2.1555,0,2024-02-23T11:03:29
SR-0003178,W2402-0318,DIFF-02,diffusion,gas_ratio,1.9342,0,2024-02-23T11:12:29
SR-0003179,W2402-0318,DIFF-02,diffusion,anneal_time_min,32.4197,0,2024-02-23T11:19:29
SR-0003180,W2402-0318,DIFF-02,diffusion,anneal_time_min,28.5576,0,2024-02-23T11:28:29
SR-0003181,W2402-0319,DEP-01,deposition,dep_temp_c,289.2104,0,2024-02-23T14:11:08
SR-0003182,W2402-0319,DEP-01,deposition,dep_temp_c,306.978,0,2024-02-23T14:22:08
SR-0003183,W2402-0319,DEP-01,deposition,dep_pressure_mtorr,5.4255,0,2024-02-23T14:30:08
SR-0003184,W2402-0319,DEP-01,deposition,dep_pressure_mtorr,4.8209,0,2024-02-23T14:36:08
SR-0003185,W2402-0319,DEP-01,deposition,rf_power_w,364.1326,0,2024-02-23T14:46:08
SR-0003186,W2402-0319,DEP-01,deposition,rf_power_w,358.2822,0,2024-02-23T14:53:08
SR-0003187,W2402-0319,DEP-01,deposition,precursor_flow_sccm,26.5167,0,2024-02-23T15:02:08
SR-0003188,W2402-0319,DEP-01,deposition,precursor_flow_sccm,30.1776,0,2024-02-23T15:09:08
SR-0003189,W2402-0319,DEP-01,deposition,film_thickness_nm,50.7736,0,2024-02-23T15:15:08
SR-0003190,W2402-0319,DEP-01,deposition,film_thickness_nm,48.8543,0,2024-02-23T15:24:08
SR-0003191,W2402-0320,ETCH-01,etch,etch_temp_c,179.5473,0,2024-02-23T18:19:01
SR-0003192,W2402-0320,ETCH-01,etch,etch_temp_c,174.5981,0,2024-02-23T18:29:01
SR-0003193,W2402-0320,ETCH-01,etch,etch_pressure_mtorr,7.8141,0,2024-02-23T18:34:01
SR-0003194,W2402-0320,ETCH-01,etch,etch_pressure_mtorr,8.174,0,2024-02-23T18:45:01
SR-0003195,W2402-0320,ETCH-01,etch,rf_power_w,401.7329,0,2024-02-23T18:53:01
SR-0003196,W2402-0320,ETCH-01,etch,rf_power_w,382.6804,0,2024-02-23T18:59:01
SR-0003197,W2402-0320,ETCH-01,etch,gas_flow_sccm,50.8692,0,2024-02-23T19:08:01
SR-0003198,W2402-0320,ETCH-01,etch,gas_flow_sccm,50.1139,0,2024-02-23T19:17:01
SR-0003199,W2402-0320,ETCH-01,etch,endpoint_time_s,115.6867,0,2024-02-23T19:23:01
SR-0003200,W2402-0320,ETCH-01,etch,endpoint_time_s,121.3624,0,2024-02-23T19:31:01
SR-0003201,W2402-0321,DIFF-01,diffusion,furnace_temp_c,948.0694,0,2024-02-23T22:24:40
SR-0003202,W2402-0321,DIFF-01,diffusion,furnace_temp_c,954.2742,0,2024-02-23T22:34:40
SR-0003203,W2402-0321,DIFF-01,diffusion,ramp_rate_c_min,9.7533,0,2024-02-23T22:40:40
SR-0003204,W2402-0321,DIFF-01,diffusion,ramp_rate_c_min,10.0605,0,2024-02-23T22:49:40
SR-0003205,W2402-0321,DIFF-01,diffusion,ambient_pressure_torr,758.7323,0,2024-02-23T22:58:40
SR-0003206,W2402-0321,DIFF-01,diffusion,ambient_pressure_torr,760.8796,0,2024-02-23T23:03:40
SR-0003207,W2402-0321,DIFF-01,diffusion,gas_ratio,2.0735,0,2024-02-23T23:12:40
SR-0003208,W2402-0321,DIFF-01,diffusion,gas_ratio,1.9538,0,2024-02-23T23:19:40
SR-0003209,W2402-0321,DIFF-01,diffusion,anneal_time_min,30.2313,0,2024-02-23T23:28:40
SR-0003210,W2402-0321,DIFF-01,diffusion,anneal_time_min,32.211,0,2024-02-23T23:37:40
SR-0003211,W2402-0322,ETCH-03,etch,etch_temp_c,191.6224,1,2024-02-24T02:09:42
SR-0003212,W2402-0322,ETCH-03,etch,etch_temp_c,187.2501,0,2024-02-24T02:14:42
SR-0003213,W2402-0322,ETCH-03,etch,etch_pressure_mtorr,8.2012,0,2024-02-24T02:24:42
SR-0003214,W2402-0322,ETCH-03,etch,etch_pressure_mtorr,7.7404,0,2024-02-24T02:33:42
SR-0003215,W2402-0322,ETCH-03,etch,rf_power_w,383.5774,0,2024-02-24T02:40:42
SR-0003216,W2402-0322,ETCH-03,etch,rf_power_w,391.3061,0,2024-02-24T02:46:42
SR-0003217,W2402-0322,ETCH-03,etch,gas_flow_sccm,50.5231,0,2024-02-24T02:54:42
SR-0003218,W2402-0322,ETCH-03,etch,gas_flow_sccm,48.0696,0,2024-02-24T03:05:42
SR-0003219,W2402-0322,ETCH-03,etch,endpoint_time_s,113.4771,0,2024-02-24T03:11:42
SR-0003220,W2402-0322,ETCH-03,etch,endpoint_time_s,118.6143,0,2024-02-24T03:20:42
SR-0003221,W2402-0323,ETCH-02,etch,etch_temp_c,177.9299,0,2024-02-24T05:58:50
SR-0003222,W2402-0323,ETCH-02,etch,etch_temp_c,173.5672,0,2024-02-24T06:03:50
